uniprot	cytosol	extracellular	membrane	mitochondrion	nucleus	secretory-pathway
MOS	0.9520107495920913	0.009597850081581726	0.009597850081581726	0.009597850081581726	0.009597850081581726	0.009597850081581726
KRT6A	0.41316325404843796	0.3306122512403167	0.12397959421511877	0.004132653140503958	0.12397959421511877	0.004132653140503958
KRT6B	0.5419412746901833	0.005453080063212105	0.005453080063212105	0.005453080063212105	0.4362464050569684	0.005453080063212105
SNRPB2	0.48717951300864965	0.004930966730856778	0.004930966730856778	0.004930966730856778	0.4930966200679235	0.004930966730856778
HOXB9	0.0050008401411437125	0.0050008401411437125	0.0050008401411437125	0.4800806535497964	0.4999159858856288	0.0050008401411437125
KRT6C	0.5434353656296342	0.005435293266313877	0.005435293266313877	0.005435293266313877	0.4348234613051102	0.005435293266313877
TCL1A	0.005298293949348309	0.005298293949348309	0.005298293949348309	0.005298293949348309	0.45565327964395463	0.523153544558652
GNG5	0.09472687085569942	0.2526049889485318	0.2074518471739817	0.22102936532996525	0.22102936532996525	0.003157562361856647
ARL16	0.8571428571428571	0.028571428571428564	0.028571428571428564	0.028571428571428564	0.028571428571428564	0.028571428571428564
LCP2	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
ORC1	0.3254239363788741	0.0033898326706132726	0.3254239363788741	0.0033898326706132726	0.3389826292304119	0.0033898326706132726
RAB39A	0.24569756862916015	0.21791358636732608	0.26095151967487296	0.0027239198295915755	0.0027239198295915755	0.2699894856694578
CCDC70	0.2489331436699858	0.10668563300142252	0.35277382645803707	0.0035561877667140834	0.0035561877667140834	0.2844950213371267
ZFP2	0.006535947712418301	0.006535947712418301	0.006535947712418301	0.006535947712418301	0.5163398692810458	0.45751633986928103
FAM90A1	0.5515151515151515	0.0060606060606060615	0.42424242424242425	0.0060606060606060615	0.0060606060606060615	0.0060606060606060615
C12orf50	0.4861111111111111	0.006944444444444445	0.006944444444444445	0.4861111111111111	0.006944444444444445	0.006944444444444445
GPKOW	0.009528165256498208	0.009528165256498208	0.009528165256498208	0.009528165256498208	0.9523591737175089	0.009528165256498208
MAGOHB	0.22430241947543145	0.007476747315847714	0.007476747315847714	0.007476747315847714	0.7457905912611777	0.007476747315847714
RAB39B	0.21904344010530935	0.17551557700745943	0.21755155770074597	0.002193944712593243	0.17551557700745943	0.21017990346643264
HYLS1	0.3330843514912234	0.0033345782425438833	0.32945633036333566	0.0033345782425438833	0.32745558341780934	0.0033345782425438833
CDC5L	0.31435964245979703	0.25873221601629387	0.09702458100611022	0.0032341527002036734	0.3234152551173917	0.0032341527002036734
THAP7	0.4800806535497964	0.0050008401411437125	0.0050008401411437125	0.0050008401411437125	0.4999159858856288	0.0050008401411437125
CCDC87	0.006944444444444445	0.006944444444444445	0.006944444444444445	0.006944444444444445	0.4861111111111111	0.4861111111111111
SPATA2	0.43480529418926206	0.005435066177365775	0.005435066177365775	0.005435066177365775	0.5434544411012748	0.005435066177365775
FAM50B	0.005002701458787746	0.48025934004362353	0.005002701458787746	0.005002701458787746	0.49972985412122545	0.005002701458787746
MAB21L2	0.4891089108910892	0.004950495049504951	0.004950495049504951	0.004950495049504951	0.4910891089108912	0.004950495049504951
CHCHD2	0.003956322202880203	0.003956322202880203	0.2769425542016142	0.39468270295932906	0.31650577623041626	0.003956322202880203
C1orf216	0.4360623569170391	0.005450779461462989	0.005450779461462989	0.005450779461462989	0.5421345252371088	0.005450779461462989
CCDC197	0.4861111111111111	0.006944444444444445	0.006944444444444445	0.006944444444444445	0.4861111111111111	0.006944444444444445
CARHSP1	0.5746294764068239	0.0057482503188267045	0.0057482503188267045	0.0057482503188267045	0.4023775223178693	0.0057482503188267045
SMCO3	0.008771929824561403	0.7017543859649122	0.2631578947368421	0.008771929824561403	0.008771929824561403	0.008771929824561403
TRIM38	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
ZBED1	0.316352581278887	0.003954407265986087	0.003954407265986087	0.27680850861902606	0.39497568830412877	0.003954407265986087
CBSL	0.48863636363636365	0.005681818181818181	0.005681818181818181	0.005681818181818181	0.48863636363636365	0.005681818181818181
KCTD1	0.43749999999999994	0.0062499999999999995	0.0062499999999999995	0.0062499999999999995	0.5375	0.0062499999999999995
MAPK1IP1L	0.5280898876404494	0.0056179775280898875	0.0056179775280898875	0.0056179775280898875	0.44943820224719105	0.0056179775280898875
KRTAP10-5	0.40800000000000003	0.5599999999999999	0.008	0.008	0.008	0.008
pk	0.9494949494949495	0.010101010101010102	0.010101010101010102	0.010101010101010102	0.010101010101010102	0.010101010101010102
KLHL42	0.9519775639178624	0.009604487216427515	0.009604487216427515	0.009604487216427515	0.009604487216427515	0.009604487216427515
TMEM11	0.003579098067287044	0.2863278453829636	0.3478883321403007	0.35504652827487476	0.003579098067287044	0.003579098067287044
PPIL1	0.4669348548910143	0.005131152251549608	0.005131152251549608	0.005131152251549608	0.5125405361027873	0.005131152251549608
HOXB5	0.43481663782382973	0.005435207972797872	0.005435207972797872	0.005435207972797872	0.5434425302849788	0.005435207972797872
DIEXF	0.33365109628217343	0.0036664955635403677	0.0036664955635403677	0.0036664955635403677	0.36202977194397595	0.29331964508322944
ZCCHC12	0.005807200929152149	0.005807200929152149	0.005807200929152149	0.4065040650406504	0.570267131242741	0.005807200929152149
THEM5	0.005952380952380953	0.005952380952380953	0.41666666666666663	0.5595238095238095	0.005952380952380953	0.005952380952380953
USP20	0.3596515346656441	0.0036177879397421247	0.28942303517936996	0.0036177879397421247	0.3400720663357597	0.0036177879397421247
RHOXF2	0.009639483323693849	0.009639483323693849	0.009639483323693849	0.009639483323693849	0.9518025833815307	0.009639483323693849
DPY30	0.257165119874802	0.0036737874267828863	0.0036737874267828863	0.0036737874267828863	0.367373805107987	0.3644397127368623
GNGT1	0.3056902048124373	0.34936023407135697	0.33184855233853017	0.004367002925891961	0.004367002925891961	0.004367002925891961
CIAO1	0.4910891089108912	0.004950495049504951	0.004950495049504951	0.004950495049504951	0.4891089108910892	0.004950495049504951
PLEKHF2	0.2884841363102233	0.23501762632197418	0.002937720329024677	0.002937720329024677	0.20564042303172736	0.26498237367802585
ACTN3	0.526274739933254	0.005263614000741623	0.4526708040637796	0.005263614000741623	0.005263614000741623	0.005263614000741623
MAGEB4	0.5163398692810458	0.006535947712418301	0.006535947712418301	0.006535947712418301	0.45751633986928103	0.006535947712418301
RAB33A	0.272108843537415	0.2267573696145125	0.2715419501133787	0.0028344671201814063	0.0028344671201814063	0.2239229024943311
ZNF490	0.00953907203907204	0.00953907203907204	0.00953907203907204	0.00953907203907204	0.9523046398046399	0.00953907203907204
ABT1	0.4361764770025952	0.00545220596253244	0.00545220596253244	0.00545220596253244	0.542014699147275	0.00545220596253244
ZSCAN12	0.48040353897273713	0.005004203530966012	0.005004203530966012	0.005004203530966012	0.4995796469033989	0.005004203530966012
ZKSCAN4	0.48017286223040295	0.005001800648233364	0.005001800648233364	0.005001800648233364	0.49981993517666357	0.005001800648233364
MOCOS	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
CATSPER1	0.003961447195889602	0.3169157756711682	0.39389857902889086	0.003961447195889602	0.003961447195889602	0.27730130371227213
SMLR1	0.008771929824561403	0.7017543859649122	0.2631578947368421	0.008771929824561403	0.008771929824561403	0.008771929824561403
SMIM3	0.41450777202072536	0.41450777202072536	0.15544041450777202	0.005181347150259067	0.005181347150259067	0.005181347150259067
RAB4A	0.22773968329979383	0.18220460299662253	0.17992704545916474	0.0022775575374577813	0.18220460299662253	0.2256465077103385
TEX37	0.7343749999999999	0.0078125	0.0078125	0.0078125	0.23437500000000003	0.0078125
APOL6	0.24089635854341743	0.2212885154061625	0.26330532212885155	0.002801120448179272	0.26890756302521013	0.002801120448179272
EIF1B	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
HSPA2	0.2695515313393003	0.2319312102817803	0.24193661481835474	0.0026968745381602357	0.25118689448424436	0.0026968745381602357
TSPYL4	0.010131712259371834	0.010131712259371834	0.010131712259371834	0.010131712259371834	0.9493414387031408	0.010131712259371834
FBP2	0.3346378320452257	0.0033912444849886567	0.3296289639408974	0.0033912444849886567	0.32555947055891105	0.0033912444849886567
KRTAP23-1	0.40800000000000003	0.008	0.008	0.008	0.008	0.5599999999999999
BHLHE40	0.22388155937147913	0.0074627186457159695	0.0074627186457159695	0.0074627186457159695	0.746267566045657	0.0074627186457159695
PDE6G	0.0045004500450045015	0.0045004500450045015	0.22952295229522957	0.3150315031503151	0.44194419441944205	0.0045004500450045015
CDC42EP2	0.3206743425677156	0.25654292199104406	0.32016556664482293	0.0032067865248880507	0.0032067865248880507	0.09620359574664153
CDX4	0.009689922480620155	0.009689922480620155	0.009689922480620155	0.009689922480620155	0.9515503875968991	0.009689922480620155
RNF183	0.22508038585209006	0.25723472668810293	0.2540192926045017	0.003215434083601287	0.003215434083601287	0.25723472668810293
ANP32B	0.48919674131213353	0.004919516706678736	0.004919516706678736	0.004919516706678736	0.4911251918611516	0.004919516706678736
DHX15	0.4747479484596095	0.005050510089995846	0.005050510089995846	0.005050510089995846	0.5050500111804072	0.005050510089995846
GCM2	0.009533615528352971	0.009533615528352971	0.009533615528352971	0.009533615528352971	0.952331922358235	0.009533615528352971
CA8	0.9493414387031408	0.010131712259371834	0.010131712259371834	0.010131712259371834	0.010131712259371834	0.010131712259371834
MIS18A	0.4877856113118866	0.004937101329067678	0.004937101329067678	0.004937101329067678	0.4924659833718428	0.004937101329067678
SPRY2	0.23360850103896205	0.18689056854503153	0.2267449822872595	0.002336132106812894	0.16352924747690256	0.18689056854503153
KRTAP5-9	0.26288659793814434	0.36082474226804123	0.005154639175257732	0.005154639175257732	0.005154639175257732	0.36082474226804123
KRTAP10-1	0.40800000000000003	0.5599999999999999	0.008	0.008	0.008	0.008
KRTAP10-8	0.26288659793814434	0.36082474226804123	0.005154639175257732	0.005154639175257732	0.005154639175257732	0.36082474226804123
KRTAP10-11	0.3867924528301887	0.30017152658662094	0.004288164665523156	0.004288164665523156	0.004288164665523156	0.30017152658662094
LCE3C	0.4049105285060341	0.2913025384935497	0.004161464835622139	0.004161464835622139	0.004161464835622139	0.2913025384935497
LCE3E	0.5680093403385873	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.4086398131932283
LCE1B	0.5680093403385873	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.4086398131932283
LCE4A	0.4049105285060341	0.2913025384935497	0.004161464835622139	0.004161464835622139	0.004161464835622139	0.2913025384935497
LCE2D	0.5680093403385873	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.4086398131932283
KRTAP5-6	0.40800000000000003	0.008	0.008	0.008	0.008	0.5599999999999999
UBASH3B	0.3521739130434783	0.003623188405797102	0.2898550724637682	0.003623188405797102	0.34710144927536235	0.003623188405797102
KRTAP9-4	0.26288659793814434	0.36082474226804123	0.005154639175257732	0.005154639175257732	0.005154639175257732	0.36082474226804123
KRTAP4-11	0.40800000000000003	0.5599999999999999	0.008	0.008	0.008	0.008
GET3	0.4181898360489351	0.004374828287989697	0.004374828287989697	0.004374828287989697	0.437440830447405	0.13124484863969094
GPX7	0.003457814661134163	0.1037344398340249	0.276625172890733	0.003457814661134163	0.276625172890733	0.33609958506224064
HILPDA	0.20191109264644785	0.1994183631076028	0.20191109264644785	0.002077274615704196	0.1994183631076028	0.19526381387619443
SULT2A1	0.952217125382263	0.0095565749235474	0.0095565749235474	0.0095565749235474	0.0095565749235474	0.0095565749235474
ZG16	0.003676470588235294	0.36323529411764705	0.29411764705882354	0.003676470588235294	0.003676470588235294	0.3316176470588235
TXNDC12	0.009633911368015413	0.009633911368015413	0.009633911368015413	0.009633911368015413	0.009633911368015413	0.9518304431599229
CST1	0.004310344827586207	0.34051724137931033	0.3448275862068965	0.004310344827586207	0.004310344827586207	0.3017241379310344
IGLV2-11	0.005382131324004305	0.5156081808396125	0.4628632938643703	0.005382131324004305	0.005382131324004305	0.005382131324004305
SOD3	0.2104354682322355	0.2648077312392784	0.21309920833644103	0.0026637401042055127	0.07991220312616538	0.2290816489616741
GIP	0.10074213371839218	0.32099801873803685	0.2686456899157124	0.0033580711239464055	0.0033580711239464055	0.30289801537996575
SRGN	0.20175236338482821	0.28579663361770813	0.23057412958266085	0.0028821766197832605	0.0028821766197832605	0.27611252017523635
GAL	0.2574002574002574	0.2568640068640069	0.21450021450021453	0.0026812526812526817	0.0026812526812526817	0.2658730158730159
PPIB	0.19521899208611124	0.16067406756058542	0.1024297180698732	0.14058980911551222	0.20036056224805	0.20072685091986786
PPIC	0.5674032503215246	0.0058459020226821	0.0058459020226821	0.0058459020226821	0.0058459020226821	0.40921314158774696
HSPA13	0.21873391662377767	0.004288900325956425	0.004288900325956425	0.004288900325956425	0.34311202607651403	0.4252873563218391
CDH15	0.259726656398735	0.21376679538990534	0.2646422238587259	0.0026720849423738165	0.0026720849423738165	0.2565201544678864
IGLV3-21	0.13885031935573455	0.4492270665555865	0.39803758215310575	0.004628343978524485	0.004628343978524485	0.004628343978524485
ADIPOQ	0.0034198322914244287	0.3399723677550853	0.32830389997674514	0.0034198322914244287	0.0034198322914244287	0.3214642353938963
TMEM31	0.004132231404958678	0.3305785123966942	0.32644628099173556	0.004132231404958678	0.3305785123966942	0.004132231404958678
MYDGF	0.0037425149700598802	0.3517964071856287	0.2994011976047904	0.0037425149700598802	0.0037425149700598802	0.3375748502994012
ERP27	0.009698380370478132	0.009698380370478132	0.009698380370478132	0.009698380370478132	0.009698380370478132	0.9515080981476094
FERD3L	0.009775171065493648	0.009775171065493648	0.009775171065493648	0.009775171065493648	0.9511241446725318	0.009775171065493648
SYT11	0.2422064192678991	0.21599056450152637	0.2699869904515726	0.0026998820562690795	0.0026998820562690795	0.2664162616664639
EVA1B	0.31250000000000006	0.36718750000000006	0.30859375000000006	0.003906250000000001	0.003906250000000001	0.003906250000000001
SSNA1	0.48727634194831027	0.004970178926441353	0.004970178926441353	0.004970178926441353	0.4928429423459246	0.004970178926441353
RPL9P9	0.20069674499621512	0.19534906435937716	0.10377919044091913	0.14244202609537918	0.1949420871419618	0.16279088696614766
POLR2L	0.2239058616166242	0.0074635287205541394	0.0074635287205541394	0.0074635287205541394	0.7462400235011591	0.0074635287205541394
EPM2AIP1	0.40462427745664736	0.005780346820809249	0.005780346820809249	0.005780346820809249	0.40462427745664736	0.17341040462427748
GPRIN2	0.45454545454545453	0.006493506493506493	0.006493506493506493	0.006493506493506493	0.5194805194805195	0.006493506493506493
KRTAP12-1	0.40800000000000003	0.5599999999999999	0.008	0.008	0.008	0.008
DYNLL2	0.3089361401468898	0.24715056009767455	0.23476213827277861	0.003089382001220932	0.20297239748021523	0.003089382001220932
ATP6V1E2	0.2821428571428572	0.0035714285714285718	0.10714285714285716	0.25	0.25	0.10714285714285716
TMEM199	0.2433227704843821	0.22634676324128566	0.2433227704843821	0.002829334540516071	0.002829334540516071	0.2813490267089181
SEC22A	0.2275960170697013	0.2275960170697013	0.2665718349928876	0.002844950213371266	0.002844950213371266	0.2725462304409673
HSBP1	0.2253639627999219	0.007512132093330729	0.007512132093330729	0.007512132093330729	0.7445875088267552	0.007512132093330729
STX11	0.15107508809566073	0.15107508809566073	0.18853793306618222	0.15107508809566073	0.18129010571479287	0.17694669693204262
RPP25L	0.00992063492063492	0.00992063492063492	0.00992063492063492	0.00992063492063492	0.9503968253968254	0.00992063492063492
TSR2	0.34082668600435095	0.0036258158085569255	0.290065264684554	0.0036258158085569255	0.3582306018854242	0.0036258158085569255
ACY3	0.21888412017167386	0.3433476394849786	0.128755364806867	0.30042918454935624	0.004291845493562233	0.004291845493562233
GLRX3	0.456314455291961	0.0045687860899835215	0.3929156037385829	0.0045687860899835215	0.13706358269950566	0.0045687860899835215
BOLA1	0.006493506493506493	0.006493506493506493	0.006493506493506493	0.5194805194805195	0.006493506493506493	0.45454545454545453
KRT38	0.9520992962428605	0.00958014075142792	0.00958014075142792	0.00958014075142792	0.00958014075142792	0.00958014075142792
KRT2	0.22281560098977168	0.19162230021467788	0.19162230021467788	0.0022281662815660215	0.21345832977402485	0.17825330252528174
GNG10	0.3159557661927331	0.3159557661927331	0.35624012638230657	0.003949447077409163	0.003949447077409163	0.003949447077409163
KRT81	0.4582674145452803	0.14382281029771327	0.38352749412723536	0.004794093676590442	0.004794093676590442	0.004794093676590442
KRT71	0.9519775639178624	0.009604487216427515	0.009604487216427515	0.009604487216427515	0.009604487216427515	0.009604487216427515
KRT79	0.9509385456222463	0.009812290875550715	0.009812290875550715	0.009812290875550715	0.009812290875550715	0.009812290875550715
RWDD2B	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
CD2BP2	0.4902561898022998	0.004902891372323219	0.004902891372323219	0.004902891372323219	0.4901322447084075	0.004902891372323219
ZFYVE9	0.2873474751180819	0.22988791125223165	0.0028735988906528954	0.0028735988906528954	0.22988791125223165	0.24712950459614902
VAMP2	0.26105058603504677	0.20963288111866596	0.26204103063393386	0.0026204110139833245	0.0026204110139833245	0.26203468018438686
LDOC1	0.005747189854048965	0.005747189854048965	0.005747189854048965	0.005747189854048965	0.5747079508003767	0.4023032897834275
CAVIN2	0.2626344293873819	0.21011157765219646	0.26251340511865423	0.0026263947206524555	0.2594877984004626	0.0026263947206524555
FABP2	0.5428521670984174	0.005442236105971222	0.43537888847769773	0.005442236105971222	0.005442236105971222	0.005442236105971222
GNA14	0.32617671345995053	0.0041288191577208925	0.3724194880264245	0.28901734104046245	0.0041288191577208925	0.0041288191577208925
TRAPPC6A	0.43197505611984804	0.005468038685061368	0.005468038685061368	0.005468038685061368	0.005468038685061368	0.5461527891399065
KRTAP19-5	0.40800000000000003	0.008	0.008	0.008	0.008	0.5599999999999999
KRTAP8-1	0.40800000000000003	0.008	0.008	0.008	0.008	0.5599999999999999
S100P	0.24576045348017642	0.21418769317363898	0.21418769317363898	0.0024905545717864995	0.2486569684471641	0.074716637153595
S100A4	0.3026871082537371	0.1544872175458706	0.2944344616756593	0.003029161128350404	0.24233289026803234	0.003029161128350404
UBA7	0.5261272379957499	0.005265252911158334	0.005265252911158334	0.005265252911158334	0.4528117503596168	0.005265252911158334
ISG15	0.2915129151291513	0.2952029520295203	0.2952029520295203	0.003690036900369004	0.11070110701107012	0.003690036900369004
CRYBB3	0.013333333333333334	0.013333333333333334	0.013333333333333334	0.013333333333333334	0.9333333333333332	0.013333333333333334
CRYBA1	0.5680093403385873	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.4086398131932283	0.005837711617046119
CRYBB1	0.013333333333333334	0.013333333333333334	0.013333333333333334	0.013333333333333334	0.9333333333333332	0.013333333333333334
LRATD2	0.3759571209800919	0.0038284839203675345	0.3062787136294028	0.0038284839203675345	0.3062787136294028	0.0038284839203675345
COX8A	0.0037227032782125072	0.2978162622570006	0.32015248192627566	0.3708631459820864	0.0037227032782125072	0.0037227032782125072
KRT20	0.9523779045668447	0.00952441908663107	0.00952441908663107	0.00952441908663107	0.00952441908663107	0.00952441908663107
PNMA5	0.4861111111111111	0.006944444444444445	0.006944444444444445	0.006944444444444445	0.4861111111111111	0.006944444444444445
NDUFAF3	0.16835016835016833	0.1924001924001924	0.0024050024050024047	0.23761423761423758	0.23088023088023085	0.16835016835016833
HBQ1	0.5375	0.0062499999999999995	0.0062499999999999995	0.43749999999999994	0.0062499999999999995	0.0062499999999999995
KRTAP2-3	0.40800000000000003	0.5599999999999999	0.008	0.008	0.008	0.008
RPS28	0.4918896711924334	0.004933109988422978	0.004933109988422978	0.3453176991896084	0.14799329965268937	0.004933109988422978
TMEM190	0.004524886877828055	0.3619909502262444	0.13574660633484165	0.004524886877828055	0.13574660633484165	0.3574660633484163
CCDC172	0.5515151515151515	0.0060606060606060615	0.42424242424242425	0.0060606060606060615	0.0060606060606060615	0.0060606060606060615
SFTPC	0.004032258064516129	0.3439516129032258	0.3790322580645161	0.004032258064516129	0.004032258064516129	0.2649193548387097
SEC61G	0.09728888312362177	0.2594370216629914	0.31521598132053447	0.0032429627707873917	0.0032429627707873917	0.32157218835127777
CXCL9	0.10131370098949719	0.3313295734693189	0.29043260950322525	0.0033771233663165727	0.0033771233663165727	0.2701698693053258
MSH3	0.004700396713482618	0.3760317370786095	0.14101190140447858	0.004700396713482618	0.4688551713764642	0.004700396713482618
CDKN1A	0.46446962225583316	0.00514933062367886	0.00514933062367886	0.00514933062367886	0.5149330552494513	0.00514933062367886
MYOG	0.009523985853604757	0.009523985853604757	0.009523985853604757	0.009523985853604757	0.9523800707319762	0.009523985853604757
H2AP	0.4861111111111111	0.006944444444444445	0.006944444444444445	0.006944444444444445	0.4861111111111111	0.006944444444444445
CEBPG	0.00953034461726136	0.00953034461726136	0.00953034461726136	0.00953034461726136	0.9523482769136932	0.00953034461726136
BFSP2	0.36584112753154613	0.29291402885378937	0.33026056753264754	0.0036614253606723672	0.0036614253606723672	0.0036614253606723672
IGHG1	0.13372559507889817	0.4151733975216191	0.4377284478915932	0.004457519835963272	0.004457519835963272	0.004457519835963272
RABIF	0.3675149700598803	0.3592814371257486	0.26197604790419166	0.0037425149700598816	0.0037425149700598816	0.0037425149700598816
ARRDC3	0.08645533141210374	0.23054755043227662	0.23054755043227662	0.0028818443804034576	0.20172910662824203	0.2478386167146974
FAM156B	0.0037341299477221808	0.2987303958177745	0.3211351755041076	0.0037341299477221808	0.36893203883495146	0.0037341299477221808
DMRT3	0.4122497055359246	0.005889281507656066	0.005889281507656066	0.005889281507656066	0.5641931684334511	0.005889281507656066
CFL1	0.2508670947654325	0.24433560192739165	0.24883916959921343	0.002513740760569873	0.2509306521868228	0.002513740760569873
POLE4	0.4748038756927085	0.005051105060560729	0.005051105060560729	0.005051105060560729	0.5049917040650486	0.005051105060560729
EDC3	0.4588122605363986	0.38314176245210746	0.1436781609195403	0.004789272030651343	0.004789272030651343	0.004789272030651343
ALPP	0.005437099285782637	0.434967942862611	0.5432836599942583	0.005437099285782637	0.005437099285782637	0.005437099285782637
SPINK2	0.00373134328358209	0.33955223880597013	0.2985074626865672	0.00373134328358209	0.00373134328358209	0.35074626865671643
KRTAP12-2	0.26288659793814434	0.36082474226804123	0.005154639175257732	0.005154639175257732	0.005154639175257732	0.36082474226804123
KRTAP10-7	0.26288659793814434	0.36082474226804123	0.005154639175257732	0.005154639175257732	0.005154639175257732	0.36082474226804123
ZNF266	0.31725888324873097	0.003965736040609137	0.003965736040609137	0.003965736040609137	0.393242385786802	0.27760152284263956
JOSD1	0.37089201877934286	0.375586854460094	0.23943661971830993	0.004694835680751175	0.004694835680751175	0.004694835680751175
C10orf62	0.32863849765258213	0.004694835680751174	0.004694835680751174	0.32863849765258213	0.32863849765258213	0.004694835680751174
LCE2A	0.5680093403385873	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.005837711617046119	0.4086398131932283
C11orf87	0.0061349693251533735	0.49079754601226994	0.48466257668711654	0.0061349693251533735	0.0061349693251533735	0.0061349693251533735
KRTAP4-2	0.26288659793814434	0.36082474226804123	0.005154639175257732	0.005154639175257732	0.005154639175257732	0.36082474226804123
TOMM22	0.2071067681545059	0.23669344931943537	0.254445458018393	0.2958369882746799	0.002958668116492942	0.002958668116492942
CTSZ	0.2558554802905612	0.24519193460838604	0.23838389133011562	0.002559414766267078	0.002559414766267078	0.2554498642384032
CRCT1	0.4861111111111111	0.006944444444444445	0.006944444444444445	0.006944444444444445	0.006944444444444445	0.4861111111111111
CALML3	0.9493414387031408	0.010131712259371834	0.010131712259371834	0.010131712259371834	0.010131712259371834	0.010131712259371834
PDE6H	0.013333333333333334	0.013333333333333334	0.013333333333333334	0.013333333333333334	0.9333333333333332	0.013333333333333334
TAF12	0.009523817203815718	0.009523817203815718	0.009523817203815718	0.009523817203815718	0.9523809139809215	0.009523817203815718
KRTAP12-4	0.9107142857142857	0.017857142857142856	0.017857142857142856	0.017857142857142856	0.017857142857142856	0.017857142857142856
KRTAP3-2	0.26288659793814434	0.36082474226804123	0.005154639175257732	0.005154639175257732	0.005154639175257732	0.36082474226804123
C1QTNF2	0.22625074238524848	0.27034135580757374	0.22625074238524848	0.002828134279815606	0.002828134279815606	0.27150089086229817
SNRPF	0.49020047494158137	0.004902013533824066	0.004902013533824066	0.004902013533824066	0.4901914709231224	0.004902013533824066
